0	0
1.51515	0.01115
3.0303	0.02229
4.54545	0.03344
6.06061	0.04668
7.57576	0.0608
9.09091	0.07493
10.60606	0.08947
12.12121	0.1043
13.63636	0.11528
15.15152	0.12661
16.66667	0.14122
18.18182	0.15583
19.69697	0.17043
21.21212	0.18377
22.72727	0.19678
24.24242	0.2098
25.75758	0.22282
27.27273	0.23584
28.78788	0.24578
30.30303	0.25288
31.81818	0.25998
33.33333	0.26708
34.84848	0.27418
36.36364	0.28129
37.87879	0.28839
39.39394	0.29549
40.90909	0.29956
42.42424	0.3016
43.93939	0.30364
45.45455	0.30567
46.9697	0.30771
48.48485	0.30975
50	0.31179
51.51515	0.31383
53.0303	0.31587
54.54545	0.31791
56.06061	0.31995
57.57576	0.32199
59.09091	0.32403
60.60606	0.32578
62.12121	0.3271
63.63636	0.32842
65.15152	0.32974
66.66667	0.33106
68.18182	0.33238
69.69697	0.3337
71.21212	0.33502
72.72727	0.33634
74.24242	0.33766
75.75758	0.33898
77.27273	0.34029
78.78788	0.34161
80.30303	0.34282
81.81818	0.34358
83.33333	0.34434
84.84848	0.3451
86.36364	0.34586
87.87879	0.34662
89.39394	0.34738
90.90909	0.34814
92.42424	0.3489
93.93939	0.34967
95.45455	0.35043
96.9697	0.35119
98.48485	0.35195
100	0.35271
101.51515	0.35323
103.0303	0.35375
104.54545	0.35427
106.06061	0.35479
107.57576	0.35531
109.09091	0.35584
110.60606	0.35636
112.12121	0.35688
113.63636	0.3574
115.15152	0.35792
116.66667	0.35844
118.18182	0.35896
119.69697	0.35949
121.21212	0.36001
122.72727	0.36053
124.24242	0.36105
125.75758	0.36157
127.27273	0.36209
128.78788	0.36261
130.30303	0.36314
131.81818	0.36366
133.33333	0.36418
134.84848	0.3647
136.36364	0.36522
137.87879	0.36574
139.39394	0.36626
140.90909	0.36679
142.42424	0.36731
143.93939	0.36783
145.45455	0.36835
146.9697	0.36887
148.48485	0.36939
150	0.36992
